post_id,author_id,created_at,language,text,source,is_ragebait,label,confidence,reason,llm_model,tool_name,used_tool_call,labeling_status,error,latency_ms
184916,,,,i get honest especially about things that i carefully avoid talking about to other people the emotions seem to smack me in the face and leave me feeling incredibly vulnerable,twtemotion,false,0,1.0000,"The tweet expresses vulnerability and emotional honesty, which does not align with rage-bait's intent of provoking anger or hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,3633
465166,,,,i don t know if i feel threatened but sometimes i get really paranoid and play these insane scenarios in my head whenever i m expecting someone over or if i go out,twtemotion,false,0,0.9500,"The tweet expresses paranoia and anxiety in a realistic manner, without any provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,3975
243305,,,,i stayed inside all day not feeling threatened but feeling helpless,twtemotion,false,0,0.9500,"The tweet is a neutral statement about feeling helpless, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
80804,RichardDawkins,,,"You don't inherit your political party, you can register or deregister as often as you like. Why is religion widely accepted as inherited?",AllTweets,false,0,0.9800,The tweet asks a question and does not appear to be intentionally provocative.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
78795,RichardDawkins,,,"For any neutral statement of objective fact, someone will interpret it as taking sides in an argument of which you were probably not aware.",AllTweets,false,0,0.9700,"The tweet is discussing the perception of neutrality in statements, not provoking anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
97557,,,,i feel like i have a cute outfit on and as we are walking out the door isabella says to me are you really going to wear that,twtemotion,false,0,0.9600,The tweet expresses a neutral observation about someone's reaction to clothing choices.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
37986,DonaldTrump,,,"It amazes me that other networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, & I get zip!",AllTweets,false,0,0.9800,The tweet is expressing satisfaction with ratings and does not appear to be provocative.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
36215,DonaldTrump,,,Making a big speech in Alabama today. So many people we had to move to a football stadium! Come and join us!,AllTweets,false,0,0.9700,The tweet announces an upcoming event without any apparent provocation.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
398785,,,,i feel better but i made over in cash this month,twtemotion,false,0,0.9600,The tweet is a neutral statement about financial status.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
416831,,,,i am feeling more impressed by the growth of such smartphone usage especially by the recent release of android based htc evo g,twtemotion,false,0,0.9500,The tweet expresses positive sentiment towards smartphone usage and does not appear to be provocative.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
19169,various,,,".@DataArtisans new dA Platform, powered by #Apache #Flink, aims to speed-up Enterprise #Streaming #BigData http://buff.ly/2cot2sf pic.twitter.com/YrybpuXZZi",AllTweets,false,0,0.9400,The tweet is about a new platform and does not seem to be provoking anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
410065,,,,i dont really know what to blog about so i just post updates on the littles and i feel like thats cute and funny sometimes but doesnt have much depth,twtemotion,false,0,0.9300,"The tweet expresses a neutral observation about blogging content, without any apparent provocation.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33977
494760,,,,@user @user the @user offense is trending down.. those their place in the standings!,twitter_toxic_tweets,false,0,0.9500,"The tweet appears to be a neutral observation about the trending of an offense, without any provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,8316
223828,,,,i have been feeling gloomy recently,twtemotion,false,0,0.9800,The tweet expresses a personal feeling in a non-provocative manner and does not contain rage-bait characteristics.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,8316
76920,RichardDawkins,,,I am very happy to have been invited back to NECSS.https://richarddawkins.net/2016/02/necss-executive-committee-statement-richards-response/ …,AllTweets,false,0,1.0000,"The tweet is a link to an article about Richard Dawkins' statement, which does not contain any provocative language or intent to provoke anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4360
347819,,,,i have heard amazing magical things about the nd trimester and i am praying that this is the case for me because i have been feeling absolutely terrible,twtemotion,false,0,1.0000,The tweet expresses sincere concern and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7183
485202,,,,@user that closing you just did was what we were all thinking. because unfounately we know it will eventually happen again.,twitter_toxic_tweets,false,0,1.0000,"The tweet is a response to another user's comment, expressing shared sentiment without any provocative elements.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7183
103610,,,,i feel assured and i can still love the way i want to love them without having my insecurities question our relationship or friendship,twtemotion,false,0,1.0000,The tweet expresses a positive sentiment and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7151
362816,,,,i hate feeling like im alone in this,twtemotion,false,0,1.0000,The tweet is expressing a common feeling of loneliness but without any provocative or intentionally angry tone.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7151
16828,AdamSavage,,,Thanks for all the Cory Hart references. When I was but a young douchebag at NYU I loved that song. I only lasted 8 months in college.,AllTweets,false,0,0.9500,The tweet is a nostalgic and mildly humorous reference without any apparent intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,3152
133254,,,,before the examn,twtemotion,false,0,1.0000,The tweet is too vague and lacks provocative language to be considered rage-bait.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,3787
422229,,,,i feel love is bitter empty space,twtemotion,false,0,0.9500,"The tweet expresses a personal sentiment about love being 'bitter and empty', which is not provocative or designed to trigger anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4379
207765,,,,i mentioned i am starting to feel restless here and just in general needing a change,twtemotion,false,0,0.9500,"Text describes a personal feeling of restlessness and the desire for change, which is not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
274628,,,,i was not sure exactly what was happening but i knew something that had been holding me back was gone i felt such a deep gratitude such a feeling of joyful wholeness and such an enormous ray of love from my heart it was like i was embracing the entire planet at once,twtemotion,false,0,0.9800,Text expresses gratitude and joy without any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
297082,,,,i love feeling that battle scar though just as i have long loved a href http nogirlpushupsforme,twtemotion,false,0,0.9700,"Text is about loving battle scars, not expressing rage or provocation.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
140477,,,,i had to let myself feel it all or i wouldnt have ever started moving on but feeling pained me,twtemotion,false,0,0.9600,Text describes feeling pained but does not appear to be provocative.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
210643,,,,i am feeling extremely horny and surprisingly adventurous,twtemotion,false,0,0.9400,"Text expresses a desire for adventure, which is not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
429691,,,,im getting the hang of things then a few months of milestones and momentous occasions i can still feel complacent,twtemotion,false,0,0.9300,Text describes feeling complacent without any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
491234,,,,the less you need the happier you areð´ #minimalism #happiness #plants make us #simbi_osis ð´ð±ðµð¿,twitter_toxic_tweets,false,0,0.9200,Text discusses minimalism and happiness in a neutral tone.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
115087,,,,im starting to feel lost in the haze of a dream and as i draw near the scene becomes clear like watching my life on a screen hello victoria so glad to see you my friend,twtemotion,false,0,0.9100,Text is about personal growth and not expressing rage or provocation.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
65902,KimKardashian,,,Sweet dreams Houston. See you tomorrow!,AllTweets,false,0,0.8900,Text is a casual message with no provocative elements.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
316759,,,,i didn t even feel the excitement anymore not because i was jaded but because the new bs continuously failed to show up to our follow up appointments,twtemotion,false,0,0.8700,"Text describes feeling unexcited about follow-up appointments, not expressing rage or provocation.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31451
383830,,,,i am feeling highly needled antagonized disappointed concerned pissed off,twtemotion,false,0,0.9500,Neutral expression of feelings without provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
121590,,,,i must have been feeling violent,twtemotion,false,0,0.9500,Neutral statement about feeling violent without provocation.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
51788,FiveThirtyEight,,,Muhammad Ali's greatness defied statistics: http://53eig.ht/1tc1Fpo pic.twitter.com/yLMDCa2sEs,AllTweets,false,0,0.9800,Discussion of Muhammad Ali's greatness without provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
380805,,,,i have to spend one day smiling and happy completely feeling carefree and light and then spend the next day wishing every ringing phone was from him feeling a desperate utter and rabid desperation just to be near him or to hear his voice,twtemotion,false,0,0.9700,Personal feelings about a past event without provocation.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
235944,,,,i want to feel the perfect moment with every individual i meet and maybe one day ill come across someone who makes me feel that moment every single day of my life,twtemotion,false,0,0.9800,Positive but non-provocative sentiment expressed towards meeting people.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
284222,,,,im still stuck in bed and not feeling too much like being sarcastic anyway so it wasnt much of a problem for me today,twtemotion,false,0,0.9700,Neutral statement about feeling lazy and not wanting to be sarcastic.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
9586,NASA,,,"[Image of the Day] Poised for Success: Anchored to the Canadarm2 mobile foot restraint, Garrett Reisman performed ... http://bit.ly/bvima7",AllTweets,false,0,0.9800,Discussion of an image without provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
488507,,,,brisk_and_vagabond_vs_uraken-tokyo_rush__back_in_town-(ng074)-web-2007-ukhx_int . #next generation #web harâ¦,twitter_toxic_tweets,false,0,0.9600,Neutral tweet about a web content hashtag without provocation.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
87154,,,,i can feel miserable thinking about this about us past week or so weve been thrashing out most things things thats upset us and events where weve made each other felt less than unappreciated,twtemotion,false,0,0.9700,Discussion of past events and feelings without provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
19451,various,,,"Fresh from @KDNuggets: Top KDnuggets tweets, Sep 07-13: Dask for #Parallel Programming; Computationally generated … http://bit.ly/2cJsqhz",AllTweets,false,0,0.9600,Link to a KDnuggets tweet summary without provocation.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,26192
451893,,,,i feel very deeply and am compassionate for those sick and suffering with illness or in any format,twtemotion,false,0,1.0000,"The tweet expresses genuine compassion and remorse, which are not indicative of rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7687
160019,,,,i feel pretty ashamed of my lapse in judgment,twtemotion,false,0,1.0000,"The tweet shows a sincere admission of guilt without any provocative language or intent to provoke anger, which is not indicative of rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7687
181262,,,,i feel much more welcomed and excited to indulge than i do in other stores,twtemotion,false,0,1.0000,"The tweet expresses a positive sentiment about feeling welcome, which does not trigger anger or provoke hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4033
331062,,,,i have good horumonyaki i feel like having it again the intestines are really delicious,twtemotion,false,0,1.0000,The tweet is a neutral statement about food and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7929
59680,HillaryClinton,,,Donald Trump’s campaign of prejudice and paranoia is unlike anything we’ve seen—and it’s profoundly dangerous.http://hrc.io/2bsPHjE,AllTweets,true,1,0.8000,The tweet contains hyperbolic language ('unlike anything we've seen') that could be interpreted as intentionally provocative and designed to trigger anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7929
181550,,,,im sinking back into feeling rejected and also wondering what i could have done differently,twtemotion,false,0,1.0000,The tweet expresses personal feelings and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7247
65078,KimKardashian,,,Tonight's look- #calvinklein #tomford http://instagram.com/p/lwPQ-suS7s/,AllTweets,false,0,1.0000,The tweet is a casual reference to an Instagram post with no provocative or angry undertones.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,7247
400229,,,,i feel such tender sadness for every opportunity that i and other humans have rejected and for every limitation to which i and others have pointlessly cleaved,twtemotion,false,0,1.0000,"The tweet expresses a contemplative sentiment about missed opportunities and limitations, which does not appear to be intentionally provocative or designed to trigger anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4762
235876,,,,i learned a lot in this devotional and plan on reading it again especially when i am feeling inadequate,twtemotion,false,0,1.0000,"The tweet expresses a positive sentiment about learning from a devotional and plans to read it again, indicating no intent to provoke anger or engage in hostile discussion.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4988
273053,,,,i feel very very shy and my face has gone very very hot,twtemotion,false,0,1.0000,"The tweet expresses a personal, non-provocative feeling without any intent to trigger anger or hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4051
444292,,,,i want to let you know even if you are feeling lousy and defeated right now life will turn out exactly how you imagined and wanted it to,twtemotion,false,0,0.9500,Neutral and sincere expression of feeling lousy.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
296544,,,,i am faced with those i care about losing faith in me a re found faith that i feel is shaky because i am so ashamed i feel like a loser going back to god with the same apologies,twtemotion,false,0,0.9800,Sincere expression about personal struggles with faith and shame.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
326932,,,,i feeling so gloomy about it all,twtemotion,false,0,0.9700,"Expression of gloomy feelings, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
495392,,,,#lunch time! enjoy!,twitter_toxic_tweets,false,0,1.0000,#lunch time! enjoy! is a neutral and positive tweet about enjoying lunch.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
441684,,,,i manage to look at anastasia impassively daring her to oppose me at all if she s feeling brave enough,twtemotion,false,0,0.9600,"Impassive response to someone challenging them, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
156839,,,,i know people who are doing what they feel like they are called to do are not making much money doing it and are strong christians but they re not all missionaries or pastors,twtemotion,false,0,0.9400,"Discussion about people doing what they feel called to do without making much money, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
370832,,,,im feeling in quite the obnoxious mood and so i will finish this post here,twtemotion,false,0,0.9300,"Expression of an obnoxious mood, but not intended to provoke anger or hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
81847,RichardDawkins,,,'Evangelist Spurned for Supporting Evolution' by Dan Harris and Michael Murray ABC News - RichardDawkins.net http://bit.ly/9fqYpS,AllTweets,false,0,0.9200,"News article link about a controversial topic, but the tweet itself is neutral and not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
161255,,,,ive created a brand new email address to re register my account and im still feeling somewhat paranoid,twtemotion,false,0,0.9100,"Expression of feeling paranoid, not intended to provoke anger or hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
353506,,,,i feel kind of gloomy today,twtemotion,false,0,0.9900,"Sincere expression of feeling gloomy today, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31585
157396,,,,i feel like i have damaged the kingdom in a way that i had no right to do,twtemotion,false,0,,"The text does not contain elements typically used for rage-bait, such as provocative language or attempts at eliciting anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,2991
106438,,,,i lift my head from the table i feel sort of dazed and confused,twtemotion,false,0,1.0000,The tweet is a personal statement and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,13405
506400,,,,donât ask sad people how to be .,twitter_toxic_tweets,false,0,1.0000,"The tweet expresses concern for someone's feelings, which is not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,13405
298796,,,,i guess i feel discouraged again father,twtemotion,false,0,1.0000,The tweet shows discouragement and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,13405
80919,RichardDawkins,,,Please cease wanton misunderstanding. I was NOT criticising the tragic nurse's English but the hoaxters for unfairly exploiting it.,AllTweets,false,0,1.0000,"The tweet is a clarification of criticism, which is not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,13405
124944,,,,i feel that learning more about animals and the amazing things they can do just points to a wondrous creator,twtemotion,false,0,0.9500,"The tweet expresses sincere concern about the use of military resources, which does not appear to be intentionally provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,8056
47649,DonaldTrump,,,Great – we are sending even more F-16’s to the Muslim Brotherhood in Egypt http://fxn.ws/QTSS5K This is a total disaster.,AllTweets,true,1,0.9800,"The tweet uses inflammatory language and references a specific group (Muslim Brotherhood) in Egypt, which is likely intended to provoke anger or hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,8056
66564,KimKardashian,,,"Clippers are killing it tonight, well per usual",AllTweets,false,0,1.0000,The tweet is a neutral observation about the Clippers' performance without any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4119
134775,,,,ive read the feeling of women supporting other women decked out in tutus and sparkles is one that cannot be matched at any other event like this,twtemotion,false,0,0.9500,"The tweet expresses a positive sentiment about women supporting each other, which does not indicate rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,3553
497652,,,,when someone reaches out to offer you a performance but you already have prior singing commitments :-(,twitter_toxic_tweets,false,0,0.9500,The tweet expresses disappointment in a situation without any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4093
74549,deGrasseTyson,,,"Tweeted on SciEd from the White House yesterday w/ Bill Nye. A snapshot of our ""Twitter Situation Room""pic.twitter.com/Z1jajQt7",AllTweets,false,0,0.9500,The tweet discusses a White House event and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,17627
67352,KimKardashian,,,"West coast! E! Is on, Keeping Up With the Kardashians is on NOW!!!",AllTweets,false,0,0.9800,"The tweet is about TV shows, which is neutral content without any rage-bait characteristics.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,17627
420312,,,,i am very young but its the last thing you need when you r feeling irritable,twtemotion,false,0,0.9700,The tweet expresses a personal sentiment and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,17627
30230,BarackObama,,,Read six economic benefits of the Affordable Care Act:http://ofa.bo/r4S,AllTweets,false,0,0.9600,The tweet provides information about the Affordable Care Act without any provocative elements.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,17627
80842,RichardDawkins,,,Moroccan Law: rapist can avoid prosecution by marrying victim. http://bit.ly/KbCThU 16-yr-old forced to marry her rapist killed herself.,AllTweets,true,1,0.9200,"The tweet discusses a controversial and potentially upsetting legal issue, which could be used to provoke anger or controversy.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,17627
329673,,,,i feel the urge to cry and the tears are sincere,twtemotion,false,0,1.0000,"The tweet expresses sincere emotion about a personal experience, not provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,6798
2395,NASA,,,.@NASANewHorizons plans July 7 return to normal science operations. Details: http://go.nasa.gov/1H973M6 #PlutoFlybypic.twitter.com/BxtWwxnGvH,AllTweets,false,0,1.0000,The tweet provides factual information and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,6798
243507,,,,i feel like i can recommend it but i dont feel like i can say i actually liked it,twtemotion,false,0,1.0000,"The tweet expresses uncertainty about recommending something, but does not appear to be intentionally provocative or designed to elicit anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4361
317564,,,,i feel my spirit swoon the swoon stirs a gentle murmur as i feel the vibrations more intentionally i realize it s not merely a murmur but a roar,twtemotion,false,0,1.0000,The tweet does not contain any provocative or intentionally angry language and appears to be expressing personal feelings in a poetic manner.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4217
429146,,,,i also feel oneself has been very fantastic,twtemotion,false,0,0.9500,"The tweet lacks the typical elements of rage-bait, which include provocative language and a clear attempt to provoke anger or hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,4337
27854,various,,,List of #Automated #DataScience & #DataMining: http://bit.ly/1TDTWL8 via @kdnuggets,AllTweets,false,0,0.9500,Neutral discussion about data science and mining resources.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
266221,,,,i was right people do feel sorry for me,twtemotion,false,0,0.9500,"Personal statement expressing feelings of sadness over the past, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
50480,FiveThirtyEight,,,U.S. student-teacher ratios are as high as they've been since 1999:http://53eig.ht/2bmSVXl,AllTweets,false,0,0.9500,Statistical data about student-teacher ratios without any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
340925,,,,i miss everything about my life there and everyone there so much that i often feel devastated,twtemotion,false,0,0.9500,"Personal statement expressing feelings of sadness over the past, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
202487,,,,the same as in shame,twtemotion,false,0,0.9500,Comparison to another person's situation without any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
110508,,,,i know i have been complaining a lot to sm about how much weight i ve gained how much i feel like crap and how i m envious of her body because she is so incredibly fit it amazes me,twtemotion,false,0,0.9500,"Personal statement expressing feelings of sadness over the past, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
210711,,,,im so grateful that everyone in his family has gone out of their way to make me feel accepted and loved,twtemotion,false,0,0.9500,Gratitude for family support without any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
123949,,,,i feel like i got sexted by a horny housewife whose husband is leaving town in a few days sweet jesus,twtemotion,false,0,0.9500,"Personal statement expressing feelings of sadness over the past, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
202268,,,,i will feel very at peace with things or incredibly depressed,twtemotion,false,0,0.9500,"Personal statement expressing feelings of sadness over the past, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
65470,KimKardashian,,,At the DuJour Mag party with @rcavalli #ArtBasel http://instagram.com/p/hi37mfuS7u/,AllTweets,false,0,0.9500,Social media post about an event with no provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,31225
55874,FiveThirtyEight,,,More jobs haven't meant less poverty: http://53eig.ht/1UYLuHD pic.twitter.com/iaM7yXnBq9,AllTweets,false,0,0.9500,Neutral discussion about poverty and joblessness.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
119805,,,,i must be feeling overly sentimental today because i sat for several minutes just watching him wondering who on earth would give me responsibility for such a precious gift,twtemotion,false,0,0.9800,"Personal reflection on feeling sentimental, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
81168,RichardDawkins,,,Some ministers want their churches to stay tax free while endorsing candidates. Support Oct 8th Day of Action http://bit.ly/OKp1wM,AllTweets,false,0,0.9700,Supporting a political action and sharing an event link.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
251232,,,,im feeling annoyed with the rest but i know i need it,twtemotion,false,0,0.9600,Expressing annoyance but not seeking to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
293605,,,,i did watch it i felt like i needed to ask forgiveness from my husband just from all the junk on the show it made me feel like i had been doing something dirty,twtemotion,false,0,0.9400,"Reflecting on a TV show's impact, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
407978,,,,i could easily describe this transformed feeling as hopeless but it was an anesthetized type of hopelessness,twtemotion,false,0,0.9300,Describing an emotional state without seeking to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
319705,,,,i tea latte or really anyone feeling the least bit indecisive about trying or a title buy chai href http shop,twtemotion,false,0,0.9200,"Offering a suggestion for tea, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
253818,,,,when i heard that i had passed my end of first year exams and i was ready to enter nd year because i felt i had failed as they were very hard,twtemotion,false,0,0.9100,Expressing relief and excitement about passing exams.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
268070,,,,i spend a lot of my days as a mom feeling inadequate,twtemotion,false,0,0.9000,"Feeling inadequate as a mother, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
264465,,,,i am feeling slightly isolated,twtemotion,false,0,0.8900,Feeling isolated but not seeking to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29477
117142,,,,im so hurt and then i feel like im ignored it really makes my feelings intensifies,twtemotion,false,0,0.9500,"The text is expressing feelings of hurt and loneliness, which are not typically rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
276424,,,,i want to learn the art lf loving feel a tender kiss hold a body close to know the love i miss why not let me live speak the words i have to say are you scared i might repeat tales of yesterday for tortured souls do talk of pain they once endured and all will pay their penance that i can assure,twtemotion,false,0,0.8500,"The text describes longing for love empathy and understanding in a tender way, without any provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
80157,RichardDawkins,,,A factual statement can sound insulting simply because it is CLEAR. http://twitter.com/TheAtheistTiger/status/481930336012488704/photo/1pic.twitter.com/PxLjpe5mFY . We are all pardonably ignorant of many things.,AllTweets,false,0,0.9200,"This tweet is discussing ignorance and the perception of factual statements as insulting, which does not fit the rage-bait criteria.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
142249,,,,i could feel my heart break when i listened to the price of freedom a moving piece where the mournful strains of the violin is accompanied by the lonely strumming of guitar,twtemotion,false,0,0.8700,The text expresses a personal emotional response to music without any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
208902,,,,i want to hang by myself tonight without the other one feeling rejected insecure or thinking something is wrong,twtemotion,false,0,0.9300,"This tweet is about feeling isolated, which is not rage-bait but rather a sincere expression of loneliness.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
113646,,,,i wouldn t feel like a naughty student calling my teachers by their first names,twtemotion,false,0,0.8800,"The text expresses discomfort with addressing teachers by their first names, without any provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
253282,,,,id told him about my private session with cn was that it was remedial sparring help so i was feeling a little unpleasant pressure from the beginning to pull off something spectacular and it was difficult to try to relax,twtemotion,false,0,0.9100,"This tweet describes a situation where the speaker feels pressure and difficulty in a private session, which is not rage-bait but rather an expression of discomfort.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
282135,,,,i feel so inadequate with helping the kids do art,twtemotion,false,0,0.9000,The text expresses feeling inadequate without any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
128474,,,,ive always been a bit scared to do it before but im feeling pretty keen for the challenge this time round,twtemotion,false,0,0.8600,"This tweet is about anticipation for a challenge, which does not fit the rage-bait criteria.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
218714,,,,i am feeling like a shitty person,twtemotion,false,0,0.9400,The text expresses feeling like a shitty person without any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,35342
388911,,,,i dont have too many because i hate taking selfies and i feel dumb asking someone to please take a picture of my itchy un made up face,twtemotion,false,0,,Neutral discussion about personal feelings.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,1910
353560,,,,i feel fake or something,twtemotion,false,0,1.0000,The tweet is a personal statement and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,14080
55226,FiveThirtyEight,,,Christie and Jindal love touting their state records. Too bad their home states aren't big fans of them: http://53eig.ht/1Mz5gUt #GOPDebate,AllTweets,false,0,1.0000,"The tweet discusses political figures and their popularity, but does not use provocative language or attempt to provoke anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,14080
